Start time|End time|Protocol|Source IP|Destination IP|Source Port|Destination Port|Byte size|Packet count|Attack 
1568916481069167|1568916541063396|17|80.6.26.108|55171|200.19.107.255|19|18560|640|True
1568916480967264|1568916540957912|17|86.2.41.130|59323|200.19.107.238|19|17806|614|True
1568916480943219|1568916540929465|17|86.2.41.130|59323|200.19.107.255|19|18183|627|True
1568916480865426|1568916540775812|17|5.108.147.91|30433|200.19.107.238|19|16211|559|True
1568916480801444|1568916540752808|17|77.171.190.20|16964|200.19.107.255|19|18937|653|True
1568916480678048|1568916540609918|17|77.171.190.20|16964|200.19.107.238|19|18560|640|True
1568916480459303|1568916540445925|17|80.6.26.108|57979|200.19.107.238|19|20648|712|True
1568916480435871|1568916540425796|17|77.171.190.20|35567|200.19.107.238|19|21025|725|True
1568916480427848|1568916540417915|17|86.2.41.130|51590|200.19.107.238|19|21083|727|True
1568916480413456|1568916540366252|17|90.249.201.74|37845|200.19.107.238|19|20619|711|True
1568916480410770|1568916540393103|17|77.171.190.20|35567|200.19.107.255|19|21025|725|True
1568916480348207|1568916540332360|17|80.6.26.108|57979|200.19.107.255|19|20677|713|True
1568916480327284|1568916540248002|17|5.108.147.91|3707|200.19.107.238|19|20329|701|True
1568916480319192|1568916540307089|17|86.2.41.130|51590|200.19.107.255|19|21083|727|True
1568916480302933|1568916540259457|17|90.249.201.74|37845|200.19.107.255|19|20619|711|True
1568916480299771|1568916540224569|17|5.108.147.91|3707|200.19.107.255|19|20329|701|True
1568916473776067|1568916533759336|17|173.91.13.248|37770|200.19.107.238|19|20996|724|True
1568916473751366|1568916533680854|17|173.91.13.248|59639|200.19.107.238|19|18502|638|True
1568916473666181|1568916533647836|17|173.91.13.248|37770|200.19.107.255|19|20996|724|True
1568916473627026|1568916533557445|17|173.91.13.248|59639|200.19.107.255|19|18241|629|True
1568916421648350|1568916481609429|17|5.108.147.91|30433|200.19.107.255|19|16443|567|True
1568916421095896|1568916481011820|17|80.6.26.108|55171|200.19.107.238|19|18763|647|True
1568916420978228|1568916480973938|17|80.6.26.108|55171|200.19.107.255|19|18183|627|True
1568916420897934|1568916480890620|17|86.2.41.130|59323|200.19.107.238|19|17719|611|True
1568916420775335|1568916480770480|17|86.2.41.130|59323|200.19.107.255|19|18009|621|True
1568916420757175|1568916480675731|17|5.108.147.91|30433|200.19.107.238|19|16646|574|True
1568916420664924|1568916480649313|17|77.171.190.20|16964|200.19.107.255|19|18212|628|True
1568916420601159|1568916480601011|17|77.171.190.20|16964|200.19.107.238|19|18009|621|True
1568916420400943|1568916480326708|17|90.249.201.74|37845|200.19.107.238|19|20764|716|True
1568916420394613|1568916480370793|17|80.6.26.108|57979|200.19.107.238|19|20735|715|True
1568916420361173|1568916480355583|17|77.171.190.20|35567|200.19.107.238|19|20938|722|True
1568916420352661|1568916480342371|17|86.2.41.130|51590|200.19.107.238|19|21025|725|True
1568916420338151|1568916480323871|17|77.171.190.20|35567|200.19.107.255|19|20996|724|True
1568916420292950|1568916480216006|17|90.249.201.74|37845|200.19.107.255|19|20764|716|True
1568916420286113|1568916480261074|17|80.6.26.108|57979|200.19.107.255|19|20735|715|True
1568916420253943|1568916480247256|17|5.108.147.91|3707|200.19.107.238|19|20474|706|True
1568916420245613|1568916480232214|17|86.2.41.130|51590|200.19.107.255|19|21025|725|True
1568916420231996|1568916480214068|17|5.108.147.91|3707|200.19.107.255|19|20474|706|True
1568916413701925|1568916473690614|17|173.91.13.248|37770|200.19.107.238|19|21083|727|True
1568916413661431|1568916473650952|17|173.91.13.248|59639|200.19.107.238|19|18415|635|True
1568916413625583|1568916473553685|17|173.91.13.248|59639|200.19.107.255|19|18473|637|True
1568916413595422|1568916473579608|17|173.91.13.248|37770|200.19.107.255|19|21054|726|True
1568916361566160|1568916421555052|17|5.108.147.91|30433|200.19.107.255|19|18415|635|True
1568916361049427|1568916421003127|17|80.6.26.108|55171|200.19.107.238|19|18792|648|True
1568916360929718|1568916420886505|17|80.6.26.108|55171|200.19.107.255|19|18850|650|True
1568916360878979|1568916420805930|17|86.2.41.130|59323|200.19.107.238|19|19111|659|True
1568916360762169|1568916420686344|17|86.2.41.130|59323|200.19.107.255|19|19082|658|True
1568916360684782|1568916420664181|17|5.108.147.91|30433|200.19.107.238|19|18531|639|True
1568916360647193|1568916420576970|17|77.171.190.20|16964|200.19.107.255|19|18705|645|True
1568916360577007|1568916420509538|17|77.171.190.20|16964|200.19.107.238|19|18734|646|True
1568916360505457|1568916399994411|17|86.2.41.130|20246|200.19.107.238|19|12586|434|True
1568916360475250|1568916400054661|17|86.2.41.130|20246|200.19.107.255|19|12586|434|True
1568916360347624|1568916420277190|17|77.171.190.20|35567|200.19.107.238|19|21112|728|True
1568916360334644|1568916420322964|17|90.249.201.74|37845|200.19.107.238|19|21112|728|True
1568916360325105|1568916420309495|17|80.6.26.108|57979|200.19.107.238|19|21083|727|True
1568916360317286|1568916420253533|17|77.171.190.20|35567|200.19.107.255|19|21112|728|True
1568916360287741|1568916420267774|17|86.2.41.130|51590|200.19.107.238|19|21199|731|True
1568916360247169|1568916420174235|17|5.108.147.91|3707|200.19.107.238|19|19923|687|True
1568916360227909|1568916420213042|17|90.249.201.74|37845|200.19.107.255|19|21112|728|True
1568916360214335|1568916420164410|17|5.108.147.91|3707|200.19.107.255|19|19952|688|True
1568916360213724|1568916420202049|17|80.6.26.108|57979|200.19.107.255|19|21054|726|True
1568916360178191|1568916420165057|17|86.2.41.130|51590|200.19.107.255|19|21199|731|True
1568916353643225|1568916413570987|17|173.91.13.248|59639|200.19.107.238|19|18821|649|True
1568916353620858|1568916413617897|17|173.91.13.248|37770|200.19.107.238|19|21170|730|True
1568916353613675|1568916413535352|17|173.91.13.248|59639|200.19.107.255|19|18879|651|True
1568916353589108|1568916413512905|17|173.91.13.248|37770|200.19.107.255|19|21112|728|True
1568916301488799|1568916361478581|17|5.108.147.91|30433|200.19.107.255|19|18212|628|True
1568916301042090|1568916360955847|17|80.6.26.108|55171|200.19.107.238|19|18705|645|True
1568916300906535|1568916360834381|17|80.6.26.108|55171|200.19.107.255|19|18966|654|True
1568916300820909|1568916360786659|17|86.2.41.130|59323|200.19.107.238|19|18908|652|True
1568916300698897|1568916360670017|17|86.2.41.130|59323|200.19.107.255|19|18763|647|True
1568916300633461|1568916360551836|17|77.171.190.20|16964|200.19.107.255|19|18357|633|True
1568916300613799|1568916360595650|17|5.108.147.91|30433|200.19.107.238|19|18067|623|True
1568916300573756|1568916360485199|17|77.171.190.20|16964|200.19.107.238|19|18473|637|True
1568916300496795|1568916360412591|17|86.2.41.130|20246|200.19.107.238|19|18705|645|True
1568916300467256|1568916360385220|17|86.2.41.130|20246|200.19.107.255|19|18850|650|True
1568916300302206|1568916360243534|17|80.6.26.108|57979|200.19.107.238|19|21141|729|True
1568916300296072|1568916360270348|17|77.171.190.20|35567|200.19.107.238|19|20996|724|True
1568916300289059|1568916360252337|17|90.249.201.74|37845|200.19.107.238|19|21141|729|True
1568916300265619|1568916360237405|17|77.171.190.20|35567|200.19.107.255|19|20996|724|True
1568916300206544|1568916360203993|17|86.2.41.130|51590|200.19.107.238|19|21054|726|True
1568916300202044|1568916360163628|17|5.108.147.91|3707|200.19.107.238|19|20300|700|True
1568916300193683|1568916360169359|17|80.6.26.108|57979|200.19.107.255|19|21141|729|True
1568916300180500|1568916360170526|17|90.249.201.74|37845|200.19.107.255|19|21141|729|True
1568916300177417|1568916360096366|17|86.2.41.130|51590|200.19.107.255|19|21054|726|True
1568916300169821|1568916360168749|17|5.108.147.91|3707|200.19.107.255|19|20300|700|True
1568916293622124|1568916293622124|17|200.19.107.238|19|173.91.13.248|59639|1500|1|False
1568916293619498|1568916353549648|17|173.91.13.248|59639|200.19.107.238|19|18589|641|True
1568916293616140|1568916293616140|17|200.19.107.238|19|173.91.13.248|37770|1500|1|False
1568916293615049|1568916353537966|17|173.91.13.248|37770|200.19.107.238|19|20967|723|True
1568916293590203|1568916293590203|17|200.19.107.255|19|173.91.13.248|59639|1500|1|False
1568916293586659|1568916293586659|17|200.19.107.255|19|173.91.13.248|37770|1500|1|False
1568916293585370|1568916353526374|17|173.91.13.248|59639|200.19.107.255|19|18589|641|True
1568916293583000|1568916353509633|17|173.91.13.248|37770|200.19.107.255|19|20938|722|True
1568916247713990|1568916247713990|17|200.19.107.238|19|185.253.250.169|33501|1500|1|False
1568916247710428|1568916247710428|17|185.253.250.169|33501|200.19.107.238|19|29|1|False
1568916241333468|1568916301285577|17|5.108.147.91|30433|200.19.107.255|19|17893|617|True
1568916241009925|1568916300942853|17|80.6.26.108|55171|200.19.107.238|19|18357|633|True
1568916240881555|1568916300828180|17|80.6.26.108|55171|200.19.107.255|19|18415|635|True
1568916240787002|1568916300724159|17|86.2.41.130|59323|200.19.107.238|19|18212|628|True
1568916240669336|1568916300601793|17|86.2.41.130|59323|200.19.107.255|19|18647|643|True
1568916240558519|1568916300551157|17|77.171.190.20|16964|200.19.107.255|19|18821|649|True
1568916240544521|1568916300518893|17|5.108.147.91|30433|200.19.107.238|19|18328|632|True
1568916240498187|1568916300322211|17|77.171.190.20|16964|200.19.107.238|19|18647|643|True
1568916240479622|1568916300414509|17|86.2.41.130|20246|200.19.107.238|19|18415|635|True
1568916240444269|1568916300385348|17|86.2.41.130|20246|200.19.107.255|19|18821|649|True
1568916240260733|1568916300215483|17|77.171.190.20|35567|200.19.107.238|19|21054|726|True
1568916240236286|1568916300216636|17|80.6.26.108|57979|200.19.107.238|19|21083|727|True
1568916240233407|1568916300208304|17|90.249.201.74|37845|200.19.107.238|19|21170|730|True
1568916240229254|1568916300181861|17|77.171.190.20|35567|200.19.107.255|19|21054|726|True
1568916240169877|1568916300124672|17|86.2.41.130|51590|200.19.107.238|19|21112|728|True
1568916240169205|1568916300116454|17|5.108.147.91|3707|200.19.107.238|19|19894|686|True
1568916240155839|1568916300088407|17|5.108.147.91|3707|200.19.107.255|19|19894|686|True
1568916240154614|1568916300091300|17|86.2.41.130|51590|200.19.107.255|19|21141|729|True
1568916240153247|1568916300096905|17|90.249.201.74|37845|200.19.107.255|19|21170|730|True
1568916240152439|1568916300151892|17|80.6.26.108|57979|200.19.107.255|19|21112|728|True
1568916204193077|1568916219335973|17|90.249.201.74|53975|200.19.107.255|19|4872|168|True
1568916204072742|1568916219376675|17|90.249.201.74|61651|200.19.107.238|19|5423|187|True
1568916204065924|1568916219370981|17|90.249.201.74|53975|200.19.107.238|19|4843|167|True
1568916204050101|1568916219354301|17|90.249.201.74|61651|200.19.107.255|19|5423|187|True
1568916197396638|1568916220963885|17|90.249.201.74|47584|200.19.107.238|19|7221|249|True
1568916197387795|1568916220935009|17|90.249.201.74|58911|200.19.107.238|19|8323|287|True
1568916197369977|1568916220934041|17|90.249.201.74|47584|200.19.107.255|19|7134|246|True
1568916197365071|1568916220993724|17|90.249.201.74|58911|200.19.107.255|19|8352|288|True
1568916192327282|1568916192327282|17|200.19.107.238|19|104.148.119.9|47742|1500|1|False
1568916192323446|1568916192323446|17|104.148.119.9|47742|200.19.107.238|19|29|1|False
1568916181309695|1568916241240699|17|5.108.147.91|30433|200.19.107.255|19|16617|573|True
1568916180998128|1568916240915697|17|80.6.26.108|55171|200.19.107.238|19|17603|607|True
1568916180790412|1568916240789382|17|80.6.26.108|55171|200.19.107.255|19|17371|599|True
1568916180757790|1568916240696480|17|86.2.41.130|59323|200.19.107.238|19|17429|601|True
1568916180581537|1568916240579280|17|86.2.41.130|59323|200.19.107.255|19|17632|608|True
1568916180553555|1568916240466036|17|77.171.190.20|16964|200.19.107.255|19|17806|614|True
1568916180470447|1568916240456296|17|5.108.147.91|30433|200.19.107.238|19|16530|570|True
1568916180435272|1568916240390945|17|86.2.41.130|20246|200.19.107.238|19|17661|609|True
1568916180432578|1568916240408406|17|77.171.190.20|16964|200.19.107.238|19|17139|591|True
1568916180412539|1568916240356600|17|86.2.41.130|20246|200.19.107.255|19|17632|608|True
1568916180222051|1568916240179335|17|77.171.190.20|35567|200.19.107.238|19|21054|726|True
1568916180192574|1568916240156445|17|77.171.190.20|35567|200.19.107.255|19|21025|725|True
1568916180174791|1568916240151210|17|90.249.201.74|37845|200.19.107.238|19|20909|721|True
1568916180159003|1568916240149502|17|80.6.26.108|57979|200.19.107.238|19|20880|720|True
1568916180152724|1568916240042677|17|90.249.201.74|37845|200.19.107.255|19|20880|720|True
1568916180143908|1568916240042069|17|80.6.26.108|57979|200.19.107.255|19|20880|720|True
1568916180142738|1568916240060564|17|86.2.41.130|51590|200.19.107.255|19|21083|727|True
1568916180140892|1568916240062107|17|5.108.147.91|3707|200.19.107.255|19|20068|692|True
1568916180140249|1568916240089009|17|86.2.41.130|51590|200.19.107.238|19|21112|728|True
1568916180123779|1568916240083362|17|5.108.147.91|3707|200.19.107.238|19|20068|692|True
1568916144033771|1568916204000084|17|90.249.201.74|53975|200.19.107.238|19|8323|287|True
1568916144023096|1568916203986786|17|90.249.201.74|61651|200.19.107.238|19|20648|712|True
1568916143999759|1568916203972047|17|90.249.201.74|53975|200.19.107.255|19|7888|272|True
1568916143991574|1568916203964386|17|90.249.201.74|61651|200.19.107.255|19|20648|712|True
1568916137343852|1568916197302401|17|90.249.201.74|47584|200.19.107.238|19|7946|274|True
1568916137342589|1568916197301932|17|90.249.201.74|58911|200.19.107.238|19|20619|711|True
1568916137310621|1568916197278953|17|90.249.201.74|58911|200.19.107.255|19|20619|711|True
1568916137309886|1568916197277383|17|90.249.201.74|47584|200.19.107.255|19|7743|267|True
1568916120310610|1568916180282136|17|5.108.147.91|30433|200.19.107.238|19|7859|271|True
1568916120256483|1568916180043191|17|86.2.41.130|20246|200.19.107.238|19|8874|306|True
1568916120231294|1568916179855367|17|86.2.41.130|20246|200.19.107.255|19|8932|308|True
1568916120199766|1568916179585613|17|80.6.26.108|55171|200.19.107.238|19|8526|294|True
1568916120181354|1568916180135663|17|77.171.190.20|35567|200.19.107.238|19|20503|707|True
1568916120179592|1568916179793923|17|77.171.190.20|16964|200.19.107.238|19|8787|303|True
1568916120179523|1568916179386378|17|5.108.147.91|30433|200.19.107.255|19|7482|258|True
1568916120167021|1568916179639936|17|80.6.26.108|55171|200.19.107.255|19|8787|303|True
1568916120159768|1568916179303856|17|77.171.190.20|16964|200.19.107.255|19|8932|308|True
1568916120157996|1568916180143369|17|77.171.190.20|35567|200.19.107.255|19|20474|706|True
1568916120155924|1568916180092092|17|90.249.201.74|37845|200.19.107.238|19|20735|715|True
1568916120143325|1568916180068212|17|90.249.201.74|37845|200.19.107.255|19|20706|714|True
1568916120142534|1568916180047712|17|80.6.26.108|57979|200.19.107.255|19|20735|715|True
1568916120141893|1568916179614857|17|86.2.41.130|59323|200.19.107.255|19|9222|318|True
1568916120131624|1568916180080599|17|80.6.26.108|57979|200.19.107.238|19|20677|713|True
1568916120107488|1568916179334443|17|86.2.41.130|59323|200.19.107.238|19|9077|313|True
1568916120099266|1568916180054570|17|86.2.41.130|51590|200.19.107.238|19|20590|710|True
1568916120089891|1568916180038245|17|5.108.147.91|3707|200.19.107.238|19|20474|706|True
1568916120074497|1568916180032592|17|86.2.41.130|51590|200.19.107.255|19|20590|710|True
1568916120067176|1568916180015261|17|5.108.147.91|3707|200.19.107.255|19|20532|708|True
1568916060137439|1568916120077856|17|90.249.201.74|37845|200.19.107.238|19|20793|717|True
1568916060128444|1568916120002743|17|77.171.190.20|16964|200.19.107.255|19|17690|610|True
1568916060126414|1568916120044475|17|90.249.201.74|37845|200.19.107.255|19|20793|717|True
1568916060125779|1568916120004391|17|80.6.26.108|55171|200.19.107.255|19|18502|638|True
1568916060125164|1568916120075349|17|5.108.147.91|30433|200.19.107.255|19|15109|521|True
1568916060124138|1568916119981055|17|86.2.41.130|20246|200.19.107.255|19|17545|605|True
1568916060123780|1568916120106003|17|5.108.147.91|30433|200.19.107.238|19|14848|512|True
1568916060118088|1568916120106577|17|86.2.41.130|20246|200.19.107.238|19|16965|585|True
1568916060117030|1568916120102204|17|80.6.26.108|55171|200.19.107.238|19|18328|632|True
1568916060105496|1568916120095387|17|77.171.190.20|35567|200.19.107.238|19|20764|716|True
1568916060099899|1568916120045297|17|80.6.26.108|57979|200.19.107.238|19|20735|715|True
1568916060091102|1568916119844632|17|86.2.41.130|59323|200.19.107.238|19|17226|594|True
1568916060078185|1568916120019855|17|80.6.26.108|57979|200.19.107.255|19|20764|716|True
1568916060073341|1568916119956507|17|77.171.190.20|16964|200.19.107.238|19|17313|597|True
1568916060072875|1568916120072460|17|77.171.190.20|35567|200.19.107.255|19|20764|716|True
1568916060065677|1568916120006168|17|86.2.41.130|59323|200.19.107.255|19|17458|602|True
1568916060065353|1568916120012355|17|86.2.41.130|51590|200.19.107.238|19|20793|717|True
1568916060059494|1568916120010381|17|5.108.147.91|3707|200.19.107.238|19|20532|708|True
1568916060043386|1568916119989345|17|86.2.41.130|51590|200.19.107.255|19|20822|718|True
1568916060030055|1568916119982046|17|5.108.147.91|3707|200.19.107.255|19|20561|709|True
1568916000136880|1568916017233739|17|150.138.151.12|51611|200.19.107.238|17|1508|52|True
1568916000088880|1568916060025567|17|5.108.147.91|30433|200.19.107.238|19|18647|643|True
1568916000075166|1568916060051652|17|90.249.201.74|37845|200.19.107.238|19|21228|732|True
1568916000073798|1568916060048354|17|80.6.26.108|55171|200.19.107.238|19|21083|727|True
1568916000071464|1568916060021701|17|86.2.41.130|20246|200.19.107.238|19|19285|665|True
1568916000070616|1568916060019374|17|77.171.190.20|35567|200.19.107.238|19|21054|726|True
1568916000063176|1568916059995246|17|5.108.147.91|30433|200.19.107.255|19|18618|642|True
1568916000062269|1568916060046137|17|77.171.190.20|16964|200.19.107.255|19|19459|671|True
1568916000058941|1568916060022783|17|86.2.41.130|59323|200.19.107.238|19|19894|686|True
1568916000046976|1568916060028047|17|90.249.201.74|37845|200.19.107.255|19|21257|733|True
1568916000045890|1568916059991671|17|77.171.190.20|35567|200.19.107.255|19|21054|726|True
1568916000045533|1568916059978626|17|5.108.147.91|3707|200.19.107.238|19|19749|681|True
1568916000045270|1568916060022320|17|80.6.26.108|55171|200.19.107.255|19|21083|727|True
1568916000043906|1568916059984344|17|86.2.41.130|51590|200.19.107.238|19|21112|728|True
1568916000039204|1568916059987450|17|86.2.41.130|20246|200.19.107.255|19|19285|665|True
1568916000033351|1568916059999232|17|86.2.41.130|59323|200.19.107.255|19|19894|686|True
1568916000032737|1568916060016138|17|80.6.26.108|57979|200.19.107.238|19|21257|733|True
1568916000024703|1568916015681588|17|150.138.151.12|4510|200.19.107.238|17|2233|77|True
1568916000014517|1568916059959582|17|86.2.41.130|51590|200.19.107.255|19|21112|728|True
1568916000008135|1568916059946191|17|5.108.147.91|3707|200.19.107.255|19|19749|681|True
1568916000005333|1568916060002605|17|77.171.190.20|16964|200.19.107.238|19|19430|670|True
1568916000005312|1568916059993149|17|80.6.26.108|57979|200.19.107.255|19|21257|733|True
